crop,farm_area,temperature,humidity,rainfall,soil_moisture,location,irrigation_amount,irrigation_decision
rice,20.51234248911602,40.0,72.84604287898024,8.23798669966619,77.8099544532553,"Maharashtra, India",368.1006650166905,1
tomato,34.03834223921818,31.2680619962183,47.76537191129712,0.0,51.27776285924834,"Haryana, India",563.2433761314517,1
wheat,6.714735630751342,25.811524376551795,76.92234764195231,2.17708232706465,37.598516646833886,"Kolkata, India",308.72026697375935,1
rice,11.551537582507217,30.778539780605414,74.19000893218606,0.0,59.78044076850656,"Haryana, India",737.7463283033583,1
cotton,42.42951093570303,30.351099486386694,81.76966387339537,7.0750662599519565,38.174943729991554,"Kolkata, India",292.8862182127983,1
maize,11.797650492938105,25.483726199254765,53.568111888458326,0.0,48.428589703876796,"Malda, West Bengal",619.5794581959617,1
wheat,47.910595148916094,27.10443244147981,77.30700905718683,0.0,24.536302437005048,"Kolkata, India",475.84158410157073,1
rice,11.65637276633491,23.124018098380315,56.82284903243766,0.0,66.8793113448383,"Punjab, India",595.5098264590132,1
cotton,7.7746541246163785,30.491108742483924,76.40149038521267,13.21257657067068,35.59429875456997,"Maharashtra, India",162.5954752282704,1
rice,17.198336980342663,28.505222381372256,92.45016429987788,13.711821341127989,61.405793494270604,"Kolkata, India",97.24286021012563,0
wheat,25.116966085364133,17.55470775335552,62.80680009870447,0.0,41.25606589046279,"Malda, West Bengal",338.82379123237973,1
wheat,48.13435504789532,29.273270814540037,71.84652775904601,0.0,52.81157845850757,"Malda, West Bengal",388.2269913502257,1
cotton,8.704614101097718,20.880214237749275,62.333476707655855,20.55656046387431,78.87155174984696,"Maharashtra, India",0.0,0
cotton,42.76235362438102,26.239807229907733,58.318438632585156,0.0,46.219753139937254,"Haryana, India",557.3878879531392,1
maize,49.06830291973358,28.74354133992516,49.188539545499836,0.0,76.62209556921326,"Haryana, India",591.1789547391768,1
maize,26.312252116712862,27.575550907488232,52.56676071593901,0.0,34.840418949145004,"Maharashtra, India",723.836731760904,1
rice,33.49672371280765,29.160779748710176,52.96867397983307,0.0,49.933739872156515,"Maharashtra, India",780.345872404257,1
rice,0.9474042194249628,29.092441902282378,67.92522477316128,12.0611612505522,33.324552241599235,"Malda, West Bengal",287.17304608076677,1
tomato,25.976839047511227,22.96236828826762,62.60769641959354,7.154436009985927,73.67856785465807,"Haryana, India",73.9395140951122,0
cotton,45.11846328377578,25.963999771048318,61.15030193772319,0.0,48.89296041655126,"Haryana, India",540.7639141037496,1
maize,4.9907242606290865,18.476514932518644,70.77458889594962,0.0,79.54653736248673,"Kolkata, India",478.2416642577051,1
cotton,28.905142078173412,32.63100043594571,72.26303903767615,0.0,72.64133673231561,"Kolkata, India",576.3100043594571,1
tomato,1.862199664450557,29.435822201100958,81.5752441348511,33.3086708554062,28.89067569379673,"Kolkata, India",204.58200801075452,1
cotton,47.54772894347714,17.298761839844616,79.83386234851712,0.0,51.00190311357606,"Punjab, India",439.89907319959326,1
wheat,14.483555265656188,31.89636943697082,62.09424896902638,0.0,73.55349364918847,"Maharashtra, India",398.2745860587957,1
cotton,41.24646112008853,27.562578557940572,84.83152210919859,4.947860144745407,37.74168044249625,"Kolkata, India",368.9469560940687,1
tomato,18.535534802197486,28.385798560328936,56.346370092272686,0.0,25.70318273196157,"Punjab, India",657.2706597329063,1
maize,36.47408659632573,22.735210043710943,82.13381399904993,0.0,50.939564351387205,"Malda, West Bengal",572.6625083459667,1
rice,14.482385105315183,23.479100844961643,69.18477326898355,16.504990735121403,20.000698085321968,"Malda, West Bengal",272.6197541034629,1
rice,26.364253963736626,23.34243298051835,64.76804488681705,4.6190603022539465,20.088429325178684,"Kolkata, India",638.6977918895175,1
tomato,15.849184647966375,31.05970164197646,88.37831020966117,16.232444414270287,56.57786069941412,"Kolkata, India",84.41671738236425,0
cotton,13.014273501415428,21.916974729772516,56.23823397218312,0.0,79.97263512314566,"Punjab, India",469.16974729772517,1
tomato,27.352314671401476,24.232522768991565,59.61830852913066,16.017317084520958,21.240282133514267,"Malda, West Bengal",175.91150485827745,1
wheat,13.807913751415745,23.376132633604126,83.00395642685172,0.0,76.95251761223074,"Punjab, India",338.63292843522885,1
rice,38.070761484835586,28.16663962832901,55.43823116850353,0.0,42.156846212932464,"Maharashtra, India",815.6389063615277,1
rice,35.01186440452702,24.396661872214043,72.95211355912322,0.0,61.675725635197125,"Haryana, India",642.1029064021334,1
cotton,14.066543672438454,22.320204272953543,65.40024231616923,0.0,40.136627256190565,"Punjab, India",543.5358261717467,1
tomato,42.89859257552238,31.291035234719537,79.37560122204765,0.0,76.82544002651115,"Malda, West Bengal",506.6193171124758,1
rice,19.33562663855978,27.27091583594919,54.65266752440409,0.0,43.06130231144809,"Punjab, India",796.2242379843954,1
maize,42.03036772204153,27.698555043041942,69.54795169642381,14.203427641197981,69.0276885209351,"Maharashtra, India",29.684105473461386,0
rice,48.36824612517923,25.03531579314088,53.39678860526553,0.0,71.75842826895074,"Punjab, India",600.4237895176906,1
cotton,47.647122276048414,30.102725546140597,61.970444620156826,0.0,60.62914474746042,"Maharashtra, India",551.027255461406,1
tomato,43.634994692447286,31.29968192023311,61.17005949576698,0.0,57.49244597641994,"Haryana, India",532.0702701674327,1
maize,41.72510365101942,24.153614303768983,56.43388467342251,0.0,37.25796374262069,"Haryana, India",663.6536179959896,1
maize,17.97144592089165,18.388204068910547,81.12688374989925,0.0,44.27164313443218,"Malda, West Bengal",552.3370120667257,1
maize,14.645037067338947,34.06671975991388,53.42567842446862,0.0,23.395139368802937,"Punjab, India",887.5681122819509,1
tomato,32.26585266627863,30.586994079512305,74.48499229892926,7.4185864551089225,65.0563879017991,"Punjab, India",129.3536239601646,1
tomato,16.60006834326532,25.863550301801496,67.32743885576973,0.0,26.187281744484547,"Malda, West Bengal",624.0013921588235,1
wheat,48.95839659853465,19.311452880411004,72.39330800397481,0.0,32.26643443697281,"Malda, West Bengal",380.695182510364,1
rice,4.165089786661226,28.95296953099618,99.53903345943571,0.0,57.8420282695271,"Kolkata, India",726.1506757719044,1
wheat,30.38004142768907,25.583078623628534,56.85692589741059,11.13905047758824,57.41892669741597,"Haryana, India",4.081550365399721,0
wheat,1.247978868616514,31.949556986205838,80.13675740543863,0.0,38.77444365281889,"Malda, West Bengal",463.32957611130877,1
tomato,30.084579993783805,26.92544822424961,67.76793449325288,0.0,62.06837566504842,"Maharashtra, India",469.34613985336347,1
rice,20.703508697901558,26.218898813569446,67.44158863096908,7.982993733477003,77.45486090502904,"Malda, West Bengal",215.4770990889832,1
tomato,42.070179529889124,27.823029629468003,49.80335661307885,0.0,26.113586052376206,"Punjab, India",648.3909226510997,1
wheat,21.96234823531441,29.12653961020471,61.304730711666416,0.0,46.041258362525525,"Maharashtra, India",412.82917515831764,1
tomato,25.879956515957915,27.319258505369675,54.75584661879023,0.0,62.05205815168592,"Malda, West Bengal",472.98256523048553,1
cotton,41.0092935408262,24.62936446784978,57.578507741760696,2.802833358733934,74.67009711080475,"Punjab, India",356.15197674180115,1
maize,21.52619075604012,28.301649365899067,56.50451151825631,0.0,42.33202350951316,"Malda, West Bengal",689.9086946939861,1
wheat,40.351970765535306,18.99790219834616,57.067747798344165,0.0,64.57288962007634,"Haryana, India",307.98531538842315,1
maize,38.651755279824805,21.11978868105323,61.60398365511633,0.0,40.01640734174259,"Maharashtra, India",608.6979732451641,1
tomato,45.80523065343224,24.898024388191864,88.62617026613367,0.0,58.27725576108433,"Kolkata, India",468.0458130453927,1
wheat,26.983762477647176,28.914311458107242,70.20575258284069,8.93307429942357,67.10586284574245,"Kolkata, India",27.40018020675069,0
wheat,10.454387008412038,16.676951324831165,76.26142798783111,0.0,21.698676464160066,"Punjab, India",388.891494077714,1
tomato,38.339816039737464,33.74612101263577,49.817503556717725,3.7374912039518327,29.627756856273585,"Punjab, India",515.6410385471627,1
cotton,9.68951189261153,28.951859480258555,63.4005129456889,0.0,61.10805859246904,"Punjab, India",539.5185948025855,1
maize,14.814778591649517,21.574247367211008,66.74589470021044,0.0,52.13322889278035,"Kolkata, India",552.6195048274974,1
cotton,18.012563357453583,28.40933030859246,75.47264797377967,26.509510485028333,77.16890102015037,"Malda, West Bengal",34.09330308592462,0
tomato,18.989248756534533,21.496764408861623,47.327129097748006,0.0,74.21350660595182,"Haryana, India",418.4708796797546,1
maize,25.40505739130123,27.83740832737152,66.86470313827603,0.0,70.27450249110822,"Malda, West Bengal",581.2114916010867,1
maize,1.155926158443572,23.163855048347525,41.63825535567502,0.0,63.31575365094076,"Punjab, India",529.8024055318227,1
tomato,8.681582262076393,26.560524734122584,87.44639173258682,2.872525015240209,21.14773798623722,"Malda, West Bengal",512.3114613986208,1
maize,44.14229287546928,27.56768983641758,46.185663915419255,0.0,27.10490235055591,"Haryana, India",768.4587101418044,1
wheat,15.894623489267673,24.45805314370966,68.39257963964691,6.089820348098246,64.96342716806954,"Kolkata, India",41.71535460105531,0
maize,21.029423434889814,28.681889263008518,73.66565757193122,0.0,44.71188442504976,"Malda, West Bengal",680.7772238998947,1
wheat,10.5815233197479,27.65095653671456,40.41558457865362,0.0,21.328488528357767,"Punjab, India",492.6553058483264,1
cotton,25.03733563647861,24.490683028171713,67.2441047143353,0.0,50.73708543460911,"Punjab, India",516.0042856349108,1
cotton,38.35764813673423,31.462492690426764,77.15952417683901,0.0,66.58935815906108,"Malda, West Bengal",564.6249269042677,1
rice,3.9177723625726864,40.0,53.88032974225837,0.0,61.31789775847253,"Maharashtra, India",847.7203974839142,1
tomato,36.700167725313165,30.25547560349665,68.20759303981306,0.0,72.45024092942157,"Punjab, India",497.29928043146987,1
rice,6.805627592016795,29.33141865224315,46.912529843577474,0.0,69.2359254605952,"Maharashtra, India",656.9586142687485,1
rice,24.47504910142968,25.81593246910859,68.01523484924245,0.0,20.93049983759553,"Malda, West Bengal",909.012678414782,1
wheat,9.495303014793746,30.318280139688373,79.63666571680882,0.0,78.90244055126848,"Kolkata, India",387.2279609778186,1
wheat,25.91172640613332,22.245973474561296,54.063875907165524,0.0,56.504536152801066,"Haryana, India",330.72181432192906,1
tomato,18.789355734553325,27.347700654803173,61.046945225602535,0.0,42.75359223082694,"Maharashtra, India",564.1604197549802,1
wheat,18.975437240772074,21.184378058661707,62.4892909531666,2.4988130609312162,54.86090560250657,"Punjab, India",198.7996725408486,1
rice,27.627601654879886,15.172592071434993,58.046362963480505,0.0,65.51011285498345,"Haryana, India",503.7155534240435,1
maize,10.758493838559476,21.995096033411457,85.06421722001579,0.0,40.81775958407351,"Malda, West Bengal",616.1078917205957,1
cotton,45.457310190665986,28.70703784436294,69.41716760950052,0.0,73.3476754364006,"Haryana, India",537.0703784436294,1
cotton,31.803370554255178,25.53800780698326,57.82879597647095,0.0,36.25656189898193,"Malda, West Bengal",600.1056801777285,1
maize,12.454281085645256,23.147459507049856,45.94432980821358,0.0,50.4235788043231,"Punjab, India",580.3408932690922,1
rice,34.9597291843273,31.7794254209635,50.79061114307716,0.0,67.77448703248211,"Haryana, India",696.5167067590703,1
rice,46.983889732789436,20.889967375462334,76.05060729802909,4.118656182926957,61.678457533623664,"Maharashtra, India",390.57183683466417,1
cotton,29.967511663410708,32.240871063333344,52.67476685231491,0.0,66.68151458867919,"Maharashtra, India",572.4087106333334,1
tomato,35.097967010125586,20.95722657961896,35.373743083274206,5.005328906782474,22.02058423246784,"Haryana, India",330.77754527896366,1
cotton,41.30418114802383,32.90046767535053,68.5588937755432,0.0,45.73909591045343,"Maharashtra, India",632.6257445416365,1
maize,22.102770137114856,22.652621874554285,72.7522128875783,0.0,68.76281719358371,"Malda, West Bengal",524.1788406200972,1
cotton,49.945184295647884,33.80699393715703,56.88742880862807,0.0,71.48139626043375,"Maharashtra, India",588.0699393715703,1
cotton,12.454076020214957,27.513315906686586,59.962104158960635,2.226811732825479,41.625609628489165,"Maharashtra, India",484.02593108944154,1
maize,1.17807824524127,26.818819342510416,59.719661614366956,2.1729854268813495,74.99619809854465,"Maharashtra, India",461.3577414235471,1
rice,2.427431826039448,28.934042603446013,85.90980425185967,0.0,57.47684288687189,"Kolkata, India",728.2594499536441,1
cotton,29.5533570746659,26.724439165484455,70.23903043284956,0.0,46.53762832706812,"Malda, West Bengal",561.015534534073,1
wheat,19.76690834874353,28.49932061870186,56.006938251980586,0.0,75.74837120092776,"Malda, West Bengal",374.495244330913,1
tomato,31.837096348225895,13.414284289518775,56.42209104742123,0.0,71.66271797019871,"Malda, West Bengal",345.728558605669,1
wheat,47.026623702506214,30.272462450356016,75.05833546665434,0.0,41.74587935694974,"Kolkata, India",438.188389141376,1
wheat,8.784173095720659,37.81293595265397,65.03695671847848,0.0,58.918337406128934,"Maharashtra, India",439.69055166857777,1
wheat,37.51582031308894,26.22475677813924,77.78329470318715,2.4326484958376247,54.783569425833484,"Maharashtra, India",237.71693490156576,1
rice,47.46284755991069,26.845362647275934,65.99290692516927,3.8805899652130496,47.214739995370046,"Malda, West Bengal",569.8720616609603,1
tomato,32.132091866288576,33.920862638300726,67.99774563721564,0.0,24.71346985542363,"Maharashtra, India",730.6651094451,1
maize,18.068770713411997,22.962822992651926,73.50994800636134,0.0,72.85838033837945,"Kolkata, India",527.5910529191711,1
maize,48.821255261910146,20.93485245194925,84.92017869361055,0.0,73.07499757527127,"Malda, West Bengal",505.2833769714417,1
rice,10.42737240334069,31.441333670254235,54.78559377341408,0.0,57.13949388191529,"Maharashtra, India",764.3996980805506,1
cotton,17.70160058004646,16.923970058222928,62.48586127515773,0.0,73.51358619539376,"Kolkata, India",419.23970058222926,1
cotton,27.81791825284869,26.02092189948668,78.67272806282082,8.442636212543524,23.313351244581707,"Maharashtra, India",249.74561150835694,1
wheat,22.203607404903618,28.668395299726985,75.20545378887715,3.2152548834340946,20.522368823752615,"Kolkata, India",344.44116265393666,1
maize,12.009046614287644,24.092379304042137,64.19856348497224,13.208401313491105,23.753890533167095,"Malda, West Bengal",185.75102531103892,1
cotton,40.54667019443798,23.93501088928283,45.73301691152689,0.0,29.29551866860656,"Haryana, India",615.1350162783389,1
wheat,28.388714041950777,26.20185163773769,68.01107339191742,0.0,50.330525623391836,"Maharashtra, India",375.1489628621755,1
maize,14.045200684108197,22.76676875566819,74.75342719268507,5.659513629547137,69.34287267112126,"Kolkata, India",242.45877483499328,1
wheat,21.221060108457333,34.69425675926666,66.78757233882088,0.0,60.03274023165086,"Malda, West Bengal",417.8597973148666,1
rice,16.03683708776229,32.11926599286864,56.36821829671293,0.0,73.37115866262579,"Haryana, India",685.4311919144237,1
tomato,10.160742602323195,34.51348244173968,54.25255831849834,0.0,48.99085179882011,"Haryana, India",607.9792228602972,1
maize,18.389487063825726,25.63438823796544,85.5443165497326,8.05117825751713,65.7468175204921,"Kolkata, India",154.41935774176335,1
cotton,47.59651887032305,27.309751746706567,57.44892250743364,0.0,49.37746772301469,"Malda, West Bengal",552.5088442267602,1
tomato,27.856782254949035,34.38467213059137,63.32220448732065,10.460126592375628,31.116221322999422,"Kolkata, India",252.1964358010673,1
maize,24.79286783226184,31.235591594898203,73.03672443974628,0.0,54.596840427783064,"Kolkata, India",652.0149937966584,1
rice,46.97530052204311,26.475979552411303,72.38915471043683,0.0,54.39339166697549,"Maharashtra, India",714.115608800927,1
cotton,33.801848413417105,23.588045028570527,68.23170783612989,0.0,34.98013716441381,"Kolkata, India",583.153049977832,1
tomato,31.36215261070517,23.09588023576749,71.30454112088677,4.640381262042364,35.92220669611852,"Malda, West Bengal",315.88927175049116,1
rice,5.141938049722317,30.145649136680568,69.72668065893906,5.44550053403859,32.45245617234221,"Malda, West Bengal",637.9428042819357,1
wheat,29.702420198689534,32.32264954270398,80.18886581452664,0.0,50.77532988648594,"Maharashtra, India",418.21039670346295,1
cotton,20.194352299362645,24.074890941435683,58.829889847409284,4.287195338309463,40.42469336685558,"Haryana, India",347.9173008448384,1
maize,33.666610621474554,34.671817667205104,73.22363294614627,11.843617560434625,36.70824373565314,"Kolkata, India",259.2747519643159,1
rice,46.45498352899722,23.11304962070548,81.93324690332601,8.267651255798881,66.40286286693498,"Kolkata, India",184.74234114359837,1
rice,9.862385451137738,26.12424408022819,64.85464524646741,0.0,31.99047627691637,"Punjab, India",846.6759091457965,1
maize,28.639012476143026,22.217320075811354,71.0588554795727,0.0,71.3896041657544,"Maharashtra, India",519.3905208339249,1
wheat,37.59658729605003,21.830078229002666,68.6070798822337,7.422858226794316,37.55098552857512,"Malda, West Bengal",35.01025749312652,0
cotton,15.041907355632343,28.599753400793713,60.988357943888225,0.0,59.20300990872084,"Maharashtra, India",535.9975340079371,1
tomato,31.170988383773654,26.804894735894997,80.33516165346526,0.0,74.77586028648139,"Haryana, India",466.24405262305504,1
tomato,23.053148243643953,28.35236828058366,74.47816787254315,0.0,46.13868742739059,"Haryana, India",558.733644178737,1
maize,14.267393196587316,23.857499975889574,46.79531907086912,0.0,25.3393828913808,"Haryana, India",723.7099206851401,1
rice,9.69378706425669,30.20239897600412,73.09496894002189,2.96908036620388,29.767459352373763,"Kolkata, India",780.4867006796834,1
tomato,22.612369099296757,17.754832823253466,70.09880609829763,0.0,59.71481795822069,"Malda, West Bengal",395.51069474135534,1
wheat,37.81647009414069,31.325993040006377,76.66661687057322,0.0,65.42288688191752,"Kolkata, India",394.28195128004467,1
rice,11.016140221175911,23.255417395875813,82.47363197915558,0.0,73.07521329377683,"Maharashtra, India",579.0650087505098,1
tomato,45.50417557065249,32.67810073591472,63.93706487588366,4.114741952112135,31.077947440842152,"Kolkata, India",476.47859717289384,1
wheat,21.782902179101175,27.146570642173234,87.1266771283857,8.788884896425268,37.99652418662136,"Malda, West Bengal",77.09310118175097,0
tomato,8.638073689404496,25.61421719270099,49.91335998833172,0.0,40.637461193461135,"Punjab, India",555.11793061273,1
tomato,46.61196825831931,29.32010040666835,77.72353500106767,0.0,73.90318799504209,"Maharashtra, India",488.8809036600151,1
wheat,16.67633793995998,25.38645533202138,55.93372374276651,0.0,47.83890189001325,"Haryana, India",377.96275182744466,1
maize,29.46138288920705,27.612334505008736,67.76932964519258,0.0,61.98231236596857,"Malda, West Bengal",578.7356795550961,1
maize,26.848447859596995,19.27834640360871,70.8224447756376,0.0,69.12441376904304,"Maharashtra, India",487.0618104396958,1
wheat,2.07303497568756,21.510631156920564,67.57266933535405,3.229603980498705,21.635000717048907,"Punjab, India",272.7221213375267,1
rice,30.891530163099016,28.430181447088184,54.52696011061634,19.347303478796615,69.24176964600676,"Malda, West Bengal",46.023663612164114,0
maize,39.79950460006825,20.0784752449044,71.97326350614878,0.0,41.50007940030042,"Malda, West Bengal",587.5975311004363,1
cotton,11.451315474080166,34.00130874869414,60.36838637914601,0.0,43.076664558726094,"Maharashtra, India",660.3623270554265,1
rice,10.61021456615229,25.289961934852364,62.41147868962362,0.0,76.22653669518061,"Malda, West Bengal",603.4795432182284,1
wheat,12.86372204110273,32.93859588583201,90.35562377915416,28.325045432289325,70.69173964937796,"Kolkata, India",55.57017120082406,0
tomato,38.791819035670656,28.38119113840787,63.20200554848468,0.0,33.8888057547793,"Maharashtra, India",617.8876868288725,1
maize,41.76537851852103,28.12744966620115,66.97246923645228,0.0,35.32018242579465,"Haryana, India",728.631280582121,1
rice,18.067435332584424,36.67468287918404,56.432279061732075,0.0,24.206488378475417,"Maharashtra, India",1079.0122314120194,1
tomato,1.9431817080934053,28.49534537961705,49.82693784321507,0.0,25.743743284663836,"Maharashtra, India",658.4240867229433,1
maize,15.99598218062577,13.719338462535278,53.36806551624641,0.0,37.14197564268587,"Punjab, India",523.2679570722174,1
wheat,2.631093934425594,23.556561849244954,68.49126348168406,0.0,73.6156751870079,"Haryana, India",339.8959329447147,1
cotton,12.238651065896706,27.27129139870498,51.27911758547045,0.0,46.026233961081054,"Haryana, India",569.6199479434633,1
wheat,15.76917993372946,15.910103873064227,67.59712295484168,5.174523150515114,20.38274260439544,"Punjab, India",126.7782612955287,1
rice,16.55511748090526,23.388186302555003,68.35130457376019,0.0,69.2256092155412,"Kolkata, India",585.1547994965849,1
maize,20.310507654558766,21.465537160063256,68.55555659020712,0.0,21.546175925861068,"Punjab, India",707.666443821674,1
tomato,33.14554609174069,23.351987650962954,78.61417317273103,0.0,30.870996743004966,"Kolkata, India",572.8071545991706,1
maize,11.522465916592706,28.253017064312694,51.30183660467836,3.746219958079338,30.2561841452509,"Malda, West Bengal",572.7064624632528,1
rice,44.949250018965536,25.028654340107405,47.44208499841637,2.1673167773761652,59.7031209586374,"Haryana, India",553.7946934935477,1
tomato,4.301968332929423,29.18118687689463,49.89304730245837,0.0,38.276141346451425,"Haryana, India",605.7536490249173,1
rice,46.35995799883115,23.03048413989849,53.93778506157989,10.531982543531234,43.57370653359074,"Haryana, India",202.078802807981,1
cotton,29.37099341947156,27.553829228892756,64.62429355020518,0.0,43.86106486598328,"Maharashtra, India",584.0776617714104,1
wheat,14.12433946133191,20.902468988079065,64.34427783231307,0.0,42.483318230442585,"Haryana, India",361.5355446898069,1
tomato,20.819541805997453,24.657212568370703,69.33012524190573,5.002789486528123,25.255477844356783,"Kolkata, India",363.2267626210453,1
wheat,22.77790265159815,31.209918477260636,71.30792799552555,4.371485938913611,65.14810025518966,"Kolkata, India",174.8951323951439,1
cotton,24.880501345357317,17.339164187369754,68.24518822960073,9.548961814804645,29.682041503302987,"Kolkata, India",53.13767130153212,1
wheat,40.368900300349324,22.967483058921303,74.55904195170703,5.122130006984853,41.66448358046223,"Malda, West Bengal",124.44286211873657,1
wheat,41.454149463894204,17.119988305307317,79.27407491788804,0.0,34.79119433827898,"Malda, West Bengal",354.42354420666544,1
cotton,44.36126238626906,25.437419196621647,81.1002316978445,7.298453101530028,34.431895110808924,"Kolkata, India",243.1917497273364,1
rice,33.81806048010524,25.12253056823891,86.82352844091784,15.392235690718925,41.628470308493235,"Kolkata, India",172.11671052649638,1
wheat,13.8968751280974,31.464769350543847,93.29620201716088,0.0,37.36637129716928,"Kolkata, India",464.9508998800996,1
cotton,22.000894157990277,36.57165857365048,45.46581097622325,0.0,50.04265555020028,"Haryana, India",646.2397777260097,1
cotton,14.3074347656371,30.777943423344684,89.2928264295125,8.366724447226341,49.5339389109445,"Maharashtra, India",169.93177648951826,1
rice,39.155508141111476,29.30127931755063,88.09144386917596,0.0,23.660428580323693,"Kolkata, India",953.5711131444591,1
maize,33.85502546436523,23.734470660096438,63.94723514647138,0.0,55.65450963851583,"Haryana, India",559.3744462388639,1
wheat,34.28535674711722,16.397771948816438,78.27680982949695,16.635267886230007,33.57634580019117,"Punjab, India",1.866812202894323,1
tomato,12.04997472114167,32.85268071998357,61.95202900083999,2.6181508730450815,27.858424579650446,"Haryana, India",570.1363030463623,1
rice,35.21847263520466,28.83585080116717,62.65407554215761,3.3511713199421886,21.670634454644805,"Kolkata, India",790.6939451546741,1
wheat,13.300283761171809,25.379386949799063,57.27305417847539,0.0,52.88871216368132,"Punjab, India",360.1012857293747,1
maize,33.359311505209895,26.923552373905416,64.37915537510655,0.0,50.01671211246562,"Haryana, India",628.1795309770979,1
wheat,30.245144280124762,29.141910180188113,67.60492631235056,3.546458375506937,62.88313001012216,"Malda, West Bengal",201.67045248596992,1
tomato,45.06307350450248,29.19330084321551,80.5811832508715,0.0,76.7554786419252,"Malda, West Bengal",487.73970758893955,1
maize,13.961750690210835,29.26323203588539,58.623125434492664,0.0,55.60768296228343,"Malda, West Bengal",623.1130974399458,1
tomato,33.42027145582824,15.14999772290563,67.08718673517932,2.9917843930890067,69.89109998673342,"Punjab, India",211.7607598517003,1
tomato,16.25397104859343,27.439937974636624,62.83583068547293,0.0,37.926972263255095,"Haryana, India",587.9341663044831,1
maize,1.1748841833381627,27.91977497439067,40.95547759743084,2.9661966642736255,68.91657986543359,"Punjab, India",433.80769150461606,1
cotton,41.26851782951038,28.615530422938047,74.24334282991782,0.0,43.04255830346602,"Maharashtra, India",600.265762135483,1
wheat,49.44735880376364,23.298734983321165,56.54168215457578,0.0,28.280929221203102,"Malda, West Bengal",428.4259571814479,1
maize,26.827652441998318,34.38482693044094,68.38023481101708,5.649144491201648,44.16222325967361,"Maharashtra, India",474.23347105036487,1
cotton,34.26848861812739,23.03850803897947,71.00901146179075,0.0,27.69955173132587,"Kolkata, India",611.5323607520392,1
maize,34.8243953387873,32.17862321291516,83.19728331691012,0.0,49.997539517887304,"Kolkata, India",691.8768164440343,1
maize,39.12721920563785,31.62347928398448,77.30327005923328,8.773810997204759,67.7905111834225,"Malda, West Bengal",184.16772226359132,1
maize,11.688643241038278,34.195064960079826,91.84345742423311,5.539296450436876,36.67070979239393,"Maharashtra, India",526.0885654633319,1
rice,32.7690928453418,23.246489864818507,74.55239692387826,5.505012394901756,75.95267536114704,"Kolkata, India",303.7072586327343,1
wheat,13.953432545966393,35.86530183032082,48.912313367954766,0.0,29.235170586974302,"Maharashtra, India",535.8300011303833,1
maize,7.216571730717825,33.053510822930555,72.49043944526039,30.400431103811044,51.78283796650206,"Maharashtra, India",141.06248060723522,1
cotton,48.77140881078766,22.425203703396548,68.71075728845595,0.0,57.68717187461431,"Punjab, India",474.25203703396545,1
rice,20.907846527667445,27.090125460662826,45.21185753918861,0.0,42.6703528236312,"Haryana, India",795.9140755534781,1
cotton,4.297779929217819,23.110098947287376,64.98268301774392,30.310361365459123,72.35930433056333,"Maharashtra, India",0.0,0
rice,0.5092331444478242,35.566722510697346,79.81515792841583,0.0,43.81687837605757,"Maharashtra, India",917.0997735517074,1
rice,36.65937763537382,24.516133695171522,51.420939353709656,5.044493069821947,51.51550512689499,"Haryana, India",451.80263718188667,1
wheat,17.235178263629937,26.60094828811497,55.35462205089809,15.256346396548661,32.529856129675395,"Maharashtra, India",92.37028924834334,1
wheat,27.8421238219531,31.979359883294638,77.54996750674599,0.0,40.72885122340674,"Kolkata, India",455.7767837293307,1
maize,27.243805212777342,27.619587131713224,67.08290649432405,0.0,43.778757529893234,"Kolkata, India",672.7065174182927,1
tomato,7.601738122391993,24.891557100004665,58.50628389784127,0.0,24.836924310176105,"Malda, West Bengal",618.1402681207002,1
wheat,41.50771421148004,24.770693703154894,51.687292260476895,0.0,69.71917436709735,"Punjab, India",348.3948559220843,1
wheat,14.214927860813281,28.797885307552335,46.86469650633764,7.199047565400114,50.97699795186044,"Haryana, India",41.73522734731665,0
cotton,44.80573179813667,26.993475918111187,55.10760767000905,0.0,40.51083712988552,"Punjab, India",595.2689532572007,1
cotton,40.81214557380369,23.625329906047238,70.9692401093497,12.327025877237972,42.8571107014085,"Kolkata, India",45.29849887613466,0
wheat,9.869540472842466,36.091906644239174,62.389538081198474,0.0,70.12235181705476,"Maharashtra, India",427.64334650967425,1
wheat,41.40387014203424,19.11994122975799,75.63940987560856,0.0,53.281221487302034,"Maharashtra, India",314.14785709601034,1
tomato,39.32807092403347,18.39201578683665,72.46738937508346,0.0,52.46682949273068,"Haryana, India",429.7104964554408,1
tomato,1.209379840416562,24.954416931723742,74.81495396770337,0.0,69.49122604922621,"Kolkata, India",449.5897523855137,1
cotton,14.526521410110352,26.785543472516597,67.32213956339768,0.0,57.51979758225398,"Haryana, India",517.8554347251659,1
maize,9.630723027464226,25.611772086979975,52.44864628026605,7.071547711457592,50.70244682688205,"Maharashtra, India",254.91432802198676,1
maize,19.44781296995051,27.01115477647193,66.8911121660394,0.0,23.722485017393257,"Maharashtra, India",779.6746016744665,1
cotton,49.73180845724537,22.762135022128003,62.01809375578736,26.954784507170835,66.66867466750705,"Malda, West Bengal",0.0,0
wheat,45.186807504243184,11.754502283664703,73.51502903456121,0.0,55.352876860871326,"Punjab, India",257.2815159856529,1
rice,46.877929254691374,28.92495289423078,71.16275663755115,2.609246014862202,61.443578906795786,"Punjab, India",572.0056865149681,1
